life_id,title,category,category_name,applies_to,applies_to_note,life_stage,stage_note,requires,requires_note,triggers,trigger_count,culture,tier,scope_note,era_start,era_end,joy_1_5,frequency_1_5,cost_money_usd_low,cost_money_usd_high,time_days_low,time_days_high,restores_energy_1_5,evidence,confidence,summary,detail_file,detail_count
EDU-003,Being top of something for the first time,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",childhood,4-12,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;school;money,5,*,primary,,2000,2026,4,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-003.csv,5
EDU-004,A subject that turned out to be yours,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",adolescence,13-19,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;school;money,5,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-004.csv,5
EDU-005,Passing the exam that decides the next ten years,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",adolescence,13-19,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;school;money,5,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-005.csv,5
EDU-006,The first day at a school you chose,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",adolescence,13-19,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;school;money,5,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-006.csv,5
EDU-007,A library with nobody in it,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-007.csv,5
EDU-008,Being taught by somebody who is genuinely expert,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",young_adult,20-34,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;school;money,5,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-008.csv,5
EDU-009,The scholarship letter,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",young_adult,20-34,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;school;money,5,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-009.csv,5
EDU-010,Finishing a degree that took too long,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",young_adult,20-34,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;school;money,5,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-010.csv,5
EDU-011,Learning to read,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",childhood,4-12,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;school;money,5,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-011.csv,5
EDU-012,Reading a whole book for the first time,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",childhood,4-12,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-012.csv,5
EDU-013,A teacher who loaned you a book,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",childhood,4-12,others,Needs at least one other person,,0,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-013.csv,5
EDU-014,Being taught a trade by somebody patient,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",adolescence,13-19,others,Needs at least one other person,,0,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-014.csv,5
EDU-015,Night classes that you paid for yourself,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",adult,35-54,money_small,Needs a small amount of money,money,1,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-015.csv,5
EDU-016,Going back to study at forty,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",midlife,45-64,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;school;money,5,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-016.csv,5
EDU-017,Marking somebody else's work and it being good,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",adult,35-54,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;school;money,5,*,primary,,2000,2026,4,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-017.csv,5
EDU-018,Getting into the place you did not expect,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",young_adult,20-34,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;school;money,5,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-018.csv,5
EDU-019,Finishing a course nobody made you do,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",adult,35-54,time,Needs a quantity of uninterrupted time,work,1,*,primary,,2000,2026,5,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-019.csv,5
EDU-020,Being asked to explain your own subject,EDU,"Learning, school, being taught, getting it",most,"Available to most people, given ordinary circumstances",adult,35-54,none,Needs nothing but being alive and present,,0,*,primary,,2000,2026,4,2,0,40000,0,0,5,estimate,low,"Learning, and specifically the moment where difficulty and capability cross. Clear goals, immediate feedback, a challenge just above the current skill: the flow conditions, formalised into a building.",details/EDU-020.csv,5
LRN-001,Deciding to learn a language,LRN,"Curiosity: books, ideas, the thing you looked up",most,"Available to most people, given ordinary circumstances",young_adult,20-34,time,Needs a quantity of uninterrupted time,work;power,2,*,primary,,2000,2026,4,3,0,600,30,1095,4,estimate,low,"The decision is the expensive part. Self-directed learning, chosen rather than assigned, which is the variety that reliably produces flow rather than compliance.",details/LRN-001.csv,5
LRN-002,Being embarrassingly bad at a language,LRN,"Curiosity: books, ideas, the thing you looked up",most,"Available to most people, given ordinary circumstances",any,Any age,time,Needs a quantity of uninterrupted time,work;power,2,*,primary,,2000,2026,4,3,0,600,30,1095,4,estimate,low,"The stage most people quit in. Self-directed learning, chosen rather than assigned, which is the variety that reliably produces flow rather than compliance.",details/LRN-002.csv,5
LRN-003,Finally being competent at a language,LRN,"Curiosity: books, ideas, the thing you looked up",most,"Available to most people, given ordinary circumstances",adult,35-54,time,Needs a quantity of uninterrupted time,work;power,2,*,primary,,2000,2026,5,3,0,600,30,1095,4,estimate,low,"The stage nobody photographs. Self-directed learning, chosen rather than assigned, which is the variety that reliably produces flow rather than compliance.",details/LRN-003.csv,5
